deal id,proposed ticker,company name,proposed exchange,proposed share price,shares offered,date,year,month,dollar value of offering,,,Year,Count
962326-80736,GEMP,"NeuroBo Pharmaceuticals, Inc.",Nasdaq National Market,10,"3,000,000",2016-08-05T00:00:00+03:00,2016,8,"$30,000,000",,,,
974579-79327,HOME,At Home Group Inc.,New York Stock Exchange,15,"8,667,000",2016-08-04T00:00:00+03:00,2016,8,"$130,005,000",,,,
13300-81280,FHB,"FIRST HAWAIIAN, INC.",Nasdaq National Market,23,"21,086,957",2016-08-04T00:00:00+03:00,2016,8,"$485,000,011",,,,
944166-80050,NTNX,"Nutanix, Inc.",NASDAQ Global Select,16,"14,870,000",2016-09-30T00:00:00+03:00,2016,9,"$237,920,000",,,,
983094-80108,TRHC,"Tabula Rasa HealthCare, Inc.",NASDAQ Global,12,"4,300,000",2016-09-29T00:00:00+03:00,2016,9,"$51,600,000",,,,
942036-79230,MRT,"MedEquities Realty Trust, Inc.",NYSE,12,"19,925,333",2016-09-29T00:00:00+03:00,2016,9,"$239,103,996",,,,
1002718-81621,FLGT,"Fulgent Genetics, Inc.",NASDAQ Global,9,"4,200,000",2016-09-29T00:00:00+03:00,2016,9,"$37,800,000",,,,
647449-77894,TYHT,"SHINECO, INC.",NASDAQ Capital,4.5,"1,713,190",2016-09-28T00:00:00+03:00,2016,9,"$7,709,355",,,,
995763-81002,VVV,VALVOLINE INC,NYSE,22,"30,000,000",2016-09-23T00:00:00+03:00,2016,9,"$660,000,000",,,,
1002290-81570,GSUM,Gridsum Holding Inc.,NASDAQ Global Select,13,"6,700,000",2016-09-23T00:00:00+03:00,2016,9,"$87,100,000",,,,
995734-81000,ACIU,AC Immune SA,NASDAQ Global,11,"6,000,000",2016-09-23T00:00:00+03:00,2016,9,"$66,000,000",,,,
763438-81568,APTI,Apptio Inc,NASDAQ Global,16,"6,000,000",2016-09-23T00:00:00+03:00,2016,9,"$96,000,000",,,,
1002364-81581,CSTR,"CapStar Financial Holdings, Inc.",NASDAQ Global Select,15,"2,585,000",2016-09-22T00:00:00+03:00,2016,9,"$38,775,000",,,,
927387-81567,ELF,"e.l.f. Beauty, Inc.",NYSE,17,"8,333,333",2016-09-22T00:00:00+03:00,2016,9,"$141,666,661",,,,
807789-81553,NOVN,"Novan, Inc.",NASDAQ Global,11,"4,100,000",2016-09-21T00:00:00+03:00,2016,9,"$45,100,000",,,,
1001950-81540,TTD,"Trade Desk, Inc.",NASDAQ Global,18,"4,666,667",2016-09-21T00:00:00+03:00,2016,9,"$84,000,006",,,,
900095-81449,BGFT,Lord Global Corp,OTCBB,1,"20,000,000",2016-09-19T00:00:00+03:00,2016,9,"$20,000,000",,,,
780521-81530,EVBG,"EVERBRIDGE, INC.",NASDAQ Global,12,"7,500,000",2016-09-16T00:00:00+03:00,2016,9,"$90,000,000",,,,
1001870-81527,FBK,FB Financial Corp,NYSE,19,"5,882,352",2016-09-16T00:00:00+03:00,2016,9,"$111,764,688",,,,
1002027-81544,SCACU,Saban Capital Acquisition Corp.,NASDAQ Capital,10,"23,500,000",2016-09-16T00:00:00+03:00,2016,9,"$235,000,000",,,,
1000738-81421,NTB,Bank of N.T. Butterfield & Son Ltd,NYSE,23.5,"10,638,298",2016-09-16T00:00:00+03:00,2016,9,"$250,000,003",,,,
977889-79634,NBLX,Noble Midstream Partners LP,NYSE,22.5,"12,500,000",2016-09-15T00:00:00+03:00,2016,9,"$281,250,000",,,,
999961-81361,MACQU,"Priority Technology Holdings, Inc.",NASDAQ Capital,10,"5,000,000",2016-09-14T00:00:00+03:00,2016,9,"$50,000,000",,,,
1004784-81822,BL,"BLACKLINE, INC.",NASDAQ Global Select,17,"8,600,000",2016-10-28T00:00:00+03:00,2016,10,"$146,200,000",,,,
997165-81160,GOLF,Acushnet Holdings Corp.,NYSE,17,"19,333,333",2016-10-28T00:00:00+03:00,2016,10,"$328,666,661",,,,
716511-81807,QTNA,"ON Semiconductor Connectivity Solutions, Inc.",NASDAQ Global Select,16,"6,700,000",2016-10-28T00:00:00+03:00,2016,10,"$107,200,000",,,,
1004743-81813,ZTO,ZTO Express (Cayman) Inc.,NYSE,19.5,"72,100,000",2016-10-27T00:00:00+03:00,2016,10,"$1,405,950,000",,,,
1004394-81782,GTYHU,GTY Technology Holdings Inc.,NASDAQ Capital,10,"48,000,000",2016-10-27T00:00:00+03:00,2016,10,"$480,000,000",,,,
1004769-81814,MYOV,Myovant Sciences Ltd.,NYSE,15,"14,500,000",2016-10-27T00:00:00+03:00,2016,10,"$217,500,000",,,,
822499-81827,RARX,"Ra Pharmaceuticals, Inc.",NASDAQ Global,13,"7,049,230",2016-10-26T00:00:00+03:00,2016,10,"$91,639,990",,,,
998699-81279,FRTA,"Forterra, Inc.",NASDAQ Global Select,18,"18,420,000",2016-10-20T00:00:00+03:00,2016,10,"$331,560,000",,,,
733830-81768,IRTC,"IRhythm Technologies, Inc.",NASDAQ Global,17,"6,294,118",2016-10-20T00:00:00+03:00,2016,10,"$107,000,006",,,,
1003137-81677,CRSP,CRISPR Therapeutics AG,NASDAQ Global,14,"4,000,000",2016-10-19T00:00:00+03:00,2016,10,"$56,000,000",,,,
1002759-81637,TUSK,"MAMMOTH ENERGY SERVICES, INC.",NASDAQ Global Select,15,"7,750,000",2016-10-14T00:00:00+03:00,2016,10,"$116,250,000",,,,
1003410-81712,XOG,"Extraction Oil & Gas, Inc.",NASDAQ Global Select,19,"33,333,333",2016-10-12T00:00:00+03:00,2016,10,"$633,333,327",,,,
981770-80005,AZRE,Azure Power Global Ltd,NYSE,18,"3,409,091",2016-10-12T00:00:00+03:00,2016,10,"$61,363,638",,,,
931278-81303,AZRX,"AzurRx BioPharma, Inc.",NASDAQ Capital,5.5,"960,000",2016-10-11T00:00:00+03:00,2016,10,"$5,280,000",,,,
1002700-81618,AHPAU,Organogenesis Holdings Inc.,NASDAQ Capital,10,"30,000,000",2016-10-11T00:00:00+03:00,2016,10,"$300,000,000",,,,
996615-81106,CWH,"Camping World Holdings, Inc.",NYSE,22,"11,363,636",2016-10-07T00:00:00+03:00,2016,10,"$249,999,992",,,,
781394-81672,MRAM,EVERSPIN TECHNOLOGIES INC,NASDAQ Global,8,"5,000,000",2016-10-07T00:00:00+03:00,2016,10,"$40,000,000",,,,
915347-79238,ADSW,"Advanced Disposal Services, Inc.",NYSE,18,"19,250,000",2016-10-06T00:00:00+03:00,2016,10,"$346,500,000",,,,
771392-81663,OBLN,OBALON THERAPEUTICS INC,NASDAQ Global,15,"5,000,000",2016-10-06T00:00:00+03:00,2016,10,"$75,000,000",,,,
731131-81660,COUP,Coupa Software Inc,NASDAQ Global Select,18,"7,400,000",2016-10-06T00:00:00+03:00,2016,10,"$133,200,000",,,,
1001654-81513,AMMA,SCWorx Corp.,Nasdaq SmallCap Market,4.5,"3,333,333",2016-10-06T00:00:00+03:00,2016,10,"$14,999,999",,,,
766355-79466,WAAS,AquaVenture Holdings Ltd,NYSE,18,"6,500,000",2016-10-06T00:00:00+03:00,2016,10,"$117,000,000",,,,
1005763-81877,HUNTU,Hunter Maritime Acquisition Corp.,NASDAQ Capital,10,"15,000,000",2016-11-18T00:00:00+02:00,2016,11,"$150,000,000",,,,
998919-81297,MTFB,Motif Bio plc,NASDAQ Capital,6.98,"2,438,491",2016-11-18T00:00:00+02:00,2016,11,"$17,020,667",,,,
864559-81736,SND,"Smart Sand, Inc.",NASDAQ Global Select,11,"11,700,000",2016-11-04T00:00:00+02:00,2016,11,"$128,700,000",,,,
1004950-81839,GDS,GDS Holdings Ltd,NASDAQ Global,10,"19,250,000",2016-11-02T00:00:00+02:00,2016,11,"$192,500,000",,,,
981769-80004,HEBT,"Nisun International Enterprise Development Group Co., Ltd",NASDAQ Capital,4,"5,000,000",2016-12-27T00:00:00+02:00,2016,12,"$20,000,000",,,,
1008287-82089,TRVG,trivago N.V.,NASDAQ Global Select,11,"26,110,118",2016-12-16T00:00:00+02:00,2016,12,"$287,211,298",,,,
911400-80044,TIG,TiGenix NV,NASDAQ Global Select,15.5,"2,300,000",2016-12-15T00:00:00+02:00,2016,12,"$35,650,000",,,,
1008177-82078,WRD,"Brazos Valley Longhorn, L.L.C.",NYSE,15,"27,500,000",2016-12-14T00:00:00+02:00,2016,12,"$412,500,000",,,,
1008256-82088,ICHR,"ICHOR HOLDINGS, LTD.",NASDAQ Global Select,9,"5,877,778",2016-12-09T00:00:00+02:00,2016,12,"$52,900,002",,,,
861631-80855,ATH,Athene Holding Ltd,NYSE,40,"27,000,000",2016-12-09T00:00:00+02:00,2016,12,"$1,080,000,000",,,,
1003944-81751,SNES,"SenesTech, Inc.",NASDAQ Capital,8,"1,875,000",2016-12-08T00:00:00+02:00,2016,12,"$15,000,000",,,,
947938-81674,POLA,"Polar Power, Inc.",NASDAQ Capital,7,"2,400,000",2016-12-07T00:00:00+02:00,2016,12,"$16,800,000",,,,
1006262-81918,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,NYSE,20,"3,350,000",2016-12-01T00:00:00+02:00,2016,12,"$67,000,000",,,,
974049-79270,GLDW,World Gold Trust,NYSE Arca,119.32,"5,000,000",2017-01-30T00:00:00+02:00,2017,1,"$596,600,000",,,,
1010697-82402,JAG,Jagged Peak Energy Inc.,NYSE,15,"31,599,334",2017-01-27T00:00:00+02:00,2017,1,"$473,990,010",,,,
995860-81017,JELD,"JELD-WEN Holding, Inc.",NYSE,23,"25,000,000",2017-01-27T00:00:00+02:00,2017,1,"$575,000,000",,,,
963995-82496,JNCE,"Jounce Therapeutics, Inc.",NASDAQ Global Select,16,"6,365,000",2017-01-27T00:00:00+02:00,2017,1,"$101,840,000",,,,
1006755-81943,REVG,"REV Group, Inc.",NYSE,22,"12,500,000",2017-01-27T00:00:00+02:00,2017,1,"$275,000,000",,,,
1011560-82500,OBSV,ObsEva SA,NASDAQ Global Select,15,"6,450,000",2017-01-26T00:00:00+02:00,2017,1,"$96,750,000",,,,
715851-79350,ANAB,"ANAPTYSBIO, INC",NASDAQ Global Select,15,"5,000,000",2017-01-26T00:00:00+02:00,2017,1,"$75,000,000",,,,
1011115-82466,FNTEU,"International Money Express, Inc.",NASDAQ Capital,10,"15,300,000",2017-01-20T00:00:00+02:00,2017,1,"$153,000,000",,,,
1010331-82353,FRAC,NEXTIER OILFIELD SOLUTIONS INC.,NYSE,19,"26,760,000",2017-01-20T00:00:00+02:00,2017,1,"$508,440,000",,,,
1010122-82336,GSHTU,VERRA MOBILITY Corp,NASDAQ Capital,10,"37,500,000",2017-01-13T00:00:00+02:00,2017,1,"$375,000,000",,,,
972131-81856,CLPR,Clipper Realty Inc.,NYSE,13.5,"5,700,000",2017-02-10T00:00:00+02:00,2017,2,"$76,950,000",,,,
1012734-82595,FBM,"Foundation Building Materials, Inc.",NYSE,14,"12,800,000",2017-02-10T00:00:00+02:00,2017,2,"$179,200,000",,,,
1007185-81987,SACH,Sachem Capital Corp.,NYSE MKT,5,"2,600,000",2017-02-10T00:00:00+02:00,2017,2,"$13,000,000",,,,
1011485-82493,METC,"Ramaco Resources, Inc.",NASDAQ Global Select,13.5,"6,000,000",2017-02-03T00:00:00+02:00,2017,2,"$81,000,000",,,,
1012004-82548,KRP,"Kimbell Royalty Partners, LP",NYSE,18,"5,000,000",2017-02-03T00:00:00+02:00,2017,2,"$90,000,000",,,,
3789-79506,LAUR,"LAUREATE EDUCATION, INC.",NASDAQ Global Select,14,"35,000,000",2017-02-01T00:00:00+02:00,2017,2,"$490,000,000",,,,
1011996-82545,INVH,Invitation Homes Inc.,NYSE,20,"77,000,000",2017-02-01T00:00:00+02:00,2017,2,"$1,540,000,000",,,,
1017352-83025,KAACU,Altus Midstream Co,NASDAQ Capital,10,"35,000,000",2017-03-30T00:00:00+03:00,2017,3,"$350,000,000",,,,
1016440-82910,AYX,"Alteryx, Inc.",NYSE,14,"9,000,000",2017-03-24T00:00:00+02:00,2017,3,"$126,000,000",,,,
1016962-82971,SRUNU,"Alta Mesa Resources, Inc. /DE",NASDAQ Capital,10,"90,000,000",2017-03-24T00:00:00+02:00,2017,3,"$900,000,000",,,,
945087-82740,VLRX,Valeritas Holdings Inc.,NASDAQ Capital,10,"5,250,000",2017-03-23T00:00:00+02:00,2017,3,"$52,500,000",,,,
939958-82034,TRPX,SciSparc Ltd./ADR,NASDAQ Capital,6,"2,000,000",2017-03-22T00:00:00+02:00,2017,3,"$12,000,000",,,,
999784-82763,PUMP,ProPetro Holding Corp.,NYSE,14,"25,000,000",2017-03-17T00:00:00+02:00,2017,3,"$350,000,000",,,,
720052-82857,MULE,"MULESOFT, INC",NYSE,17,"13,000,000",2017-03-17T00:00:00+02:00,2017,3,"$221,000,000",,,,
1008708-82123,ARD,Ardagh Group S.A.,NYSE,19,"16,200,000",2017-03-15T00:00:00+02:00,2017,3,"$307,800,000",,,,
957998-82160,PSDO,"Presidio, Inc.",NASDAQ Global Select,14,"16,666,666",2017-03-10T00:00:00+02:00,2017,3,"$233,333,324",,,,
1015802-82833,MPACU,"U.S. WELL SERVICES, INC.",NASDAQ Capital,10,"30,000,000",2017-03-10T00:00:00+02:00,2017,3,"$300,000,000",,,,
1015222-82780,JILL,"J.Jill, Inc.",NYSE,13,"11,666,667",2017-03-09T00:00:00+02:00,2017,3,"$151,666,671",,,,
1008377-82102,BYSI,BeyondSpring Inc.,NASDAQ Capital,20,"174,286",2017-03-09T00:00:00+02:00,2017,3,"$3,485,720",,,,
899497-82723,SNAP,Snap Inc,NYSE,17,"200,000,000",2017-03-02T00:00:00+02:00,2017,3,"$3,400,000,000",,,,
1014270-82705,HLNE,Hamilton Lane INC,NASDAQ Global Select,16,"11,875,000",2017-03-01T00:00:00+02:00,2017,3,"$190,000,000",,,,
868926-83266,CLDR,"Cloudera, Inc.",NYSE,15,"15,000,000",2017-04-28T00:00:00+03:00,2017,4,"$225,000,000",,,,
1019626-83273,CVNA,CARVANA CO.,NYSE,15,"15,000,000",2017-04-28T00:00:00+03:00,2017,4,"$225,000,000",,,,
909945-83277,EEX,"Emerald Holding, Inc.",NYSE,17,"15,500,000",2017-04-28T00:00:00+03:00,2017,4,"$263,500,000",,,,
1017654-83051,NCSM,"NCS Multistage Holdings, Inc.",NASDAQ Global Select,17,"9,500,000",2017-04-28T00:00:00+03:00,2017,4,"$161,500,000",,,,
693744-83265,XRF,SOS Ltd,NYSE,6,"10,000,000",2017-04-28T00:00:00+03:00,2017,4,"$60,000,000",,,,
748312-83283,ZYME,Zymeworks Inc.,NYSE,13,"4,500,000",2017-04-28T00:00:00+03:00,2017,4,"$58,500,000",,,,
999545-83296,VRNA,Verona Pharma plc,NASDAQ Global,13.5,"5,768,000",2017-04-27T00:00:00+03:00,2017,4,"$77,868,000",,,,
842788-82785,FND,"Floor & Decor Holdings, Inc.",NYSE,21,"8,823,500",2017-04-27T00:00:00+03:00,2017,4,"$185,293,500",,,,
85191-82789,CATS,"Ontrak, Inc.",NASDAQ Capital,4.8,"3,125,000",2017-04-26T00:00:00+03:00,2017,4,"$15,000,000",,,,
1011376-82969,WTTR,"Select Energy Services, Inc.",NYSE,14,"8,700,000",2017-04-21T00:00:00+03:00,2017,4,"$121,800,000",,,,
762911-83049,TOCA,"Forte Biosciences, Inc.",NASDAQ Global Select,10,"8,500,000",2017-04-13T00:00:00+03:00,2017,4,"$85,000,000",,,,
1018447-83150,CADE,Cadence Bancorporation,NYSE,20,"7,500,000",2017-04-13T00:00:00+03:00,2017,4,"$150,000,000",,,,
1017288-83019,HCC,"WARRIOR MET COAL, INC.",NYSE,19,"16,666,667",2017-04-13T00:00:00+03:00,2017,4,"$316,666,673",,,,
942127-83080,YEXT,"Yext, Inc.",NYSE,11,"10,500,000",2017-04-13T00:00:00+03:00,2017,4,"$115,500,000",,,,
893756-83115,NETS,Netshoes (Cayman) Ltd.,NYSE,18,"8,250,000",2017-04-12T00:00:00+03:00,2017,4,"$148,500,000",,,,
1016056-82856,VEACU,Vantage Energy Acquisition Corp.,NASDAQ Capital,10,"48,000,000",2017-04-11T00:00:00+03:00,2017,4,"$480,000,000",,,,
1017907-83083,OKTA,"Okta, Inc.",NASDAQ Global Select,17,"11,000,000",2017-04-07T00:00:00+03:00,2017,4,"$187,000,000",,,,
1018559-83168,FMCIU,"ConvergeOne Holdings, Inc.",NASDAQ Capital,10,"15,000,000",2017-04-07T00:00:00+03:00,2017,4,"$150,000,000",,,,
1010944-82434,SNDR,"Schneider National, Inc.",NYSE,19,"28,947,000",2017-04-06T00:00:00+03:00,2017,4,"$549,993,000",,,,
979137-79758,ELVT,"Elevate Credit, Inc.",NYSE,6.5,"12,400,000",2017-04-06T00:00:00+03:00,2017,4,"$80,600,000",,,,
945433-76544,HESM,Hess Midstream Operations LP,NYSE,23,"14,780,000",2017-04-05T00:00:00+03:00,2017,4,"$339,940,000",,,,
784471-83524,APPN,APPIAN CORP,NASDAQ Global,12,"6,250,000",2017-05-25T00:00:00+03:00,2017,5,"$75,000,000",,,,
1018813-83195,WOW,"WideOpenWest, Inc.",NYSE,17,"18,235,295",2017-05-25T00:00:00+03:00,2017,5,"$310,000,015",,,,
1021735-83537,SGH,"SMART Global Holdings, Inc.",NASDAQ Global Select,11,"5,300,000",2017-05-24T00:00:00+03:00,2017,5,"$58,300,000",,,,
1021278-83475,ARGX,ARGENX SE,NASDAQ Global Select,17,"5,865,000",2017-05-18T00:00:00+03:00,2017,5,"$99,705,000",,,,
1020981-83433,BEDU,Bright Scholar Education Holdings Ltd,NYSE,10.5,"15,000,000",2017-05-18T00:00:00+03:00,2017,5,"$157,500,000",,,,
891299-83385,GTHX,"G1 Therapeutics, Inc.",NASDAQ Global Select,15,"7,000,000",2017-05-17T00:00:00+03:00,2017,5,"$105,000,000",,,,
1017492-83039,MMDMU,Modern Media Acquisition Corp.,NASDAQ Capital,10,"18,000,000",2017-05-12T00:00:00+03:00,2017,5,"$180,000,000",,,,
1018188-83110,SOI,"Solaris Oilfield Infrastructure, Inc.",NYSE,12,"10,100,000",2017-05-12T00:00:00+03:00,2017,5,"$121,200,000",,,,
1018915-83201,ASV,"ASV HOLDINGS, INC.",NASDAQ Capital,7,"3,800,000",2017-05-12T00:00:00+03:00,2017,5,"$26,600,000",,,,
1016640-82935,GDI,Ingersoll Rand Inc.,NYSE,20,"41,300,000",2017-05-12T00:00:00+03:00,2017,5,"$826,000,000",,,,
940846-83113,VERI,"Veritone, Inc.",NASDAQ Capital,15,"2,500,000",2017-05-12T00:00:00+03:00,2017,5,"$37,500,000",,,,
1019322-83240,NESRU,National Energy Services Reunited Corp.,NASDAQ Capital,10,"21,000,000",2017-05-12T00:00:00+03:00,2017,5,"$210,000,000",,,,
904276-83338,FPH,"Five Point Holdings, LLC",NYSE,14,"21,000,000",2017-05-10T00:00:00+03:00,2017,5,"$294,000,000",,,,
11809-83323,GNTY,GUARANTY BANCSHARES INC /TX/,NASDAQ Global Select,27,"2,000,000",2017-05-09T00:00:00+03:00,2017,5,"$54,000,000",,,,
1008819-82140,NDRAU,ENDRA Life Sciences Inc.,NASDAQ Capital,5,"1,680,000",2017-05-09T00:00:00+03:00,2017,5,"$8,400,000",,,,
956033-83298,KREF,KKR Real Estate Finance Trust Inc.,NYSE,20.5,"10,250,000",2017-05-05T00:00:00+03:00,2017,5,"$210,125,000",,,,
1020899-83418,TPGEU,Magnolia Oil & Gas Corp,NYSE,10,"60,000,000",2017-05-05T00:00:00+03:00,2017,5,"$600,000,000",,,,
960747-83359,OVID,Ovid Therapeutics Inc.,NASDAQ Global Select,15,"5,000,000",2017-05-05T00:00:00+03:00,2017,5,"$75,000,000",,,,
1020198-83332,URGN,UroGen Pharma Ltd.,NASDAQ Global,13,"4,473,373",2017-05-04T00:00:00+03:00,2017,5,"$58,153,849",,,,
948631-83225,AMGP,Antero Midstream Corp,NYSE,23.5,"37,250,000",2017-05-04T00:00:00+03:00,2017,5,"$875,375,000",,,,
1008113-83339,BHVN,Biohaven Pharmaceutical Holding Co Ltd.,NYSE,17,"9,900,000",2017-05-04T00:00:00+03:00,2017,5,"$168,300,000",,,,
1024622-83844,BY,"BYLINE BANCORP, INC.",NYSE,19,"5,700,000",2017-06-30T00:00:00+03:00,2017,6,"$108,300,000",,,,
886447-83868,TNTR,"Tintri, Inc.",NASDAQ Global,7,"8,572,000",2017-06-30T00:00:00+03:00,2017,6,"$60,004,000",,,,
764139-83876,ALRN,AILERON THERAPEUTICS INC,NASDAQ Global,15,"3,750,000",2017-06-29T00:00:00+03:00,2017,6,"$56,250,000",,,,
1024794-83865,APRN,"Blue Apron Holdings, Inc.",NYSE,10,"30,000,000",2017-06-29T00:00:00+03:00,2017,6,"$300,000,000",,,,
1004119-83878,DOVA,Dova Pharmaceuticals Inc.,NASDAQ Global,17,"4,415,000",2017-06-29T00:00:00+03:00,2017,6,"$75,055,000",,,,
785645-83859,MRSN,"Mersana Therapeutics, Inc.",NASDAQ Global Select,15,"5,000,000",2017-06-28T00:00:00+03:00,2017,6,"$75,000,000",,,,
1025168-83907,TPGHU,"Accel Entertainment, Inc.",NYSE,10,"40,000,000",2017-06-28T00:00:00+03:00,2017,6,"$400,000,000",,,,
873795-83849,ESQ,"Esquire Financial Holdings, Inc.",NASDAQ Capital,14,"2,363,873",2017-06-27T00:00:00+03:00,2017,6,"$33,094,222",,,,
982727-83546,ATXI,"AVENUE THERAPEUTICS, INC.",NASDAQ Capital,6,"5,500,000",2017-06-27T00:00:00+03:00,2017,6,"$33,000,000",,,,
1024122-83784,GPMT,Granite Point Mortgage Trust Inc.,NYSE,19.5,"10,000,000",2017-06-23T00:00:00+03:00,2017,6,"$195,000,000",,,,
1024531-83841,HCACU,NRC GROUP HOLDINGS CORP.,NYSE MKT,10,"22,500,000",2017-06-23T00:00:00+03:00,2017,6,"$225,000,000",,,,
1020229-83346,SAFE,Safehold Inc.,NYSE,20,"10,250,000",2017-06-22T00:00:00+03:00,2017,6,"$205,000,000",,,,
9330-82750,SGBX,"SG BLOCKS, INC.",NASDAQ Capital,5,"1,500,000",2017-06-22T00:00:00+03:00,2017,6,"$7,500,000",,,,
1020352-83356,ATUS,"Altice USA, Inc.",NYSE,30,"63,943,029",2017-06-22T00:00:00+03:00,2017,6,"$1,918,290,870",,,,
1024703-83858,BCACU,"XYNOMIC PHARMACEUTICALS HOLDINGS, INC.",NASDAQ Capital,10,"5,250,000",2017-06-20T00:00:00+03:00,2017,6,"$52,500,000",,,,
1023637-83746,CNACU,"DermTech, Inc.",NASDAQ Capital,10,"12,500,000",2017-06-20T00:00:00+03:00,2017,6,"$125,000,000",,,,
839648-82813,BOMN,BOSTON OMAHA Corp,NASDAQ Capital,13,"6,538,462",2017-06-16T00:00:00+03:00,2017,6,"$85,000,006",,,,
894039-84181,ADOM,"ADOMANI, INC.",NASDAQ Capital,5,"2,852,275",2017-06-15T00:00:00+03:00,2017,6,"$14,261,375",,,,
646725-83695,ATNX,"Athenex, Inc.",NASDAQ Global Select,11,"6,000,000",2017-06-14T00:00:00+03:00,2017,6,"$66,000,000",,,,
851020-75730,PLYM,Plymouth Industrial REIT Inc.,NYSE MKT,19,"2,900,000",2017-06-09T00:00:00+03:00,2017,6,"$55,100,000",,,,
1010805-82416,IMRN,Immuron Ltd,NASDAQ Capital,9.99,"610,000",2017-06-09T00:00:00+03:00,2017,6,"$6,093,900",,,,
697898-83576,SSTI,"SHOTSPOTTER, INC",NASDAQ Capital,11,"2,800,000",2017-06-07T00:00:00+03:00,2017,6,"$30,800,000",,,,
1021504-83506,KBLMU,180 Life Sciences Corp.,NASDAQ Capital,10,"10,000,000",2017-06-02T00:00:00+03:00,2017,6,"$100,000,000",,,,
1020960-83430,NEWA,"Newater Technology, Inc.",NASDAQ Capital,5,"1,400,000",2017-07-28T00:00:00+03:00,2017,7,"$7,000,000",,,,
728338-84092,RDFN,Redfin CORP,NASDAQ Global Select,15,"9,231,000",2017-07-28T00:00:00+03:00,2017,7,"$138,465,000",,,,
977737-84118,SNNA,"Sienna Biopharmaceuticals, Inc.",NASDAQ Global Select,15,"4,333,333",2017-07-27T00:00:00+03:00,2017,7,"$64,999,995",,,,
1027359-84130,WRLSU,"American Virtual Cloud Technologies, Inc.",NASDAQ Capital,10,"27,000,000",2017-07-27T00:00:00+03:00,2017,7,"$270,000,000",,,,
1027047-84078,INDUU,"Concrete Pumping Holdings, Inc.",NASDAQ Capital,10,"20,000,000",2017-07-27T00:00:00+03:00,2017,7,"$200,000,000",,,,
835288-84065,RBB,RBB Bancorp,NASDAQ Global Select,23,"3,750,000",2017-07-26T00:00:00+03:00,2017,7,"$86,250,000",,,,
1026894-84068,OSPRU,Falcon Minerals Corp,NASDAQ Capital,10,"25,000,000",2017-07-21T00:00:00+03:00,2017,7,"$250,000,000",,,,
1026600-84034,PETQ,"PetIQ, Inc.",NASDAQ Global Select,16,"6,250,000",2017-07-21T00:00:00+03:00,2017,7,"$100,000,000",,,,
818074-84026,KALA,"Kala Pharmaceuticals, Inc.",NASDAQ Global Select,15,"6,000,000",2017-07-20T00:00:00+03:00,2017,7,"$90,000,000",,,,
1026513-84024,CLXT,"Calyxt, Inc.",NASDAQ Global,8,"7,000,000",2017-07-20T00:00:00+03:00,2017,7,"$56,000,000",,,,
956242-83489,TRTX,"TPG RE Finance Trust, Inc.",NYSE,20,"11,000,000",2017-07-20T00:00:00+03:00,2017,7,"$220,000,000",,,,
992078-82249,USOD,USCF Funds Trust,NYSE Arca,24.4,"30,000,000",2017-07-20T00:00:00+03:00,2017,7,"$732,000,000",,,,
992078-82198,USOU,USCF Funds Trust,NYSE Arca,24.32,"30,000,000",2017-07-20T00:00:00+03:00,2017,7,"$729,600,000",,,,
1026220-84001,FSACU,Federal Street Acquisition Corp.,NASDAQ Capital,10,"40,000,000",2017-07-19T00:00:00+03:00,2017,7,"$400,000,000",,,,
983023-83213,AKCA,"AKCEA THERAPEUTICS, INC.",NASDAQ Global Select,8,"15,625,000",2017-07-14T00:00:00+03:00,2017,7,"$125,000,000",,,,
1011481-83539,CODX,"Co-Diagnostics, Inc.",NASDAQ Capital,6,"1,178,532",2017-07-12T00:00:00+03:00,2017,7,"$7,071,192",,,,
1028212-84210,BAR,GraniteShares Gold Trust,NYSE Arca,128.9,"1,500,000",2017-08-31T00:00:00+03:00,2017,8,"$193,350,000",,,,
1016764-84192,CSSE,"Chicken Soup for the Soul Entertainment, Inc.",NASDAQ Global,12,"2,500,000",2017-08-18T00:00:00+03:00,2017,8,"$30,000,000",,,,
1027864-84173,IAMXU,SIMPLICITY ESPORTS & GAMING Co,NASDAQ Capital,10,"5,000,000",2017-08-17T00:00:00+03:00,2017,8,"$50,000,000",,,,
1027256-84120,CIC'U,"NESCO HOLDINGS, INC.",NYSE,10,"35,000,000",2017-08-16T00:00:00+03:00,2017,8,"$350,000,000",,,,
1023914-83762,RNGR,"Ranger Energy Services, Inc.",NYSE,14.5,"5,862,069",2017-08-11T00:00:00+03:00,2017,8,"$85,000,001",,,,
1026583-84028,YOGA,"YogaWorks, Inc.",NASDAQ Global,5.5,"7,300,000",2017-08-11T00:00:00+03:00,2017,8,"$40,150,000",,,,
1027466-84135,ZEAL,Zealand Pharma A/S,NASDAQ Global Select,17.87,"4,375,000",2017-08-09T00:00:00+03:00,2017,8,"$78,181,250",,,,
